Unnamed: 0,meta.movie_name,meta.character_name,meta.gender,text
13457,larry crowne,ANDREWS,m,wish they 'd all sail off like her . save us some grief . how ? top of the pyramid with a c.o.l . bump at the first of the year . he 'll sock us for severance . like the buttocks . who do you suggest ? alvarez ? avery ? i do n't think so . 
13526,les miserables,FANTINE,f,"give that letter to me it is none of your business . with a husband at home and a bit on the side ! is there anyone here who can swear before god she has nothing to fear ? she has nothing to hide ? yes , it 's true there 's a child and the child is my daughter and her father abandoned us , leaving us flat . now she lives with an innkeeper man and his wife and i pay for the child . what 's the matter with that ? m'sieur mayor , help me ! i have a child ! excuse me , is this where the pawnbrokers is ? thank you . it 's worth at least ten . alright , five . do n't touch me ! leave me alone ! it pays a debt ... what can i do ? it pays a debt . ten francs may save my poor . please , you would n't have any work for me would you ? please , i sold you my hair . i could do anything . you 'll pay me first what i am due . come on , captain , you can wear your shoes . do n't it make a change to have a girl who ca n't refuse ? easy money lying on a bed . just as well they never see the hate that 's in your head ! do n't they know they 're making love to one already dead ? there was a time when men were kind , when their voices were soft and their words inviting . there was a time when love was blind and the world was a song and the song was exciting . there was a time ... then it all went wrong . i dreamed a dream in time gone by , when hope was high and life worth living . i dreamed that love would never die . i dreamed that god would be forgiving . then i was young and unafraid and dreams were made and used and wasted . there was no ransom to be paid , no song unsung , no wine untasted . but the tigers come at night with their voices soft as thunder as they tear your hope apart as they turn your dream to shame . he slept a summer by my side , he filled my days with endless wonder . he took my childhood in his stride but he was gone when autumn came . and still i dream he 'll come to me ! that we will live the years together ... but there are dreams that can not be and there are storms we can not weather ... i had a dream my life would be so different from this hell i 'm living - so different now from what it seemed ! now life has killed the dream i dreamed . i do n't want you ! no ! no , m'sieur ! let me go ! no , not at all ! i 'll kill you , you bastard ! try any of that ! even a whore who has gone to the bad wo n't be had by a rat ! i beg you , do n't report me , sir . i 'll do whatever you may want . there 's a child who sorely needs me , please , m'sieur , she 's but that high . holy god , is there no mercy ? if i go to jail she 'll die . can this be ? m'sieur , do n't mock me now , i pray it 's hard enough i 've lost my pride . you let your send me away . yes , you were there and turned aside . i never did no wrong . my daughter 's close to dying . if there 's a god above - he 'd let me die instead . bring back to me . at an inn in montfermeil ... , it 's turned so cold ! , it 's past your bedtime ! you 've played the day away and soon it will be night . come to me , , the light is fading . do n't you see , the evening star appearing ? come to me , and rest against my shoulder , how fast the minutes fly away and every minute colder ? come , the night has grown so cold ! my - take her now ! good m'sieur , you come from god in heaven . take my hand ... the night grows ever colder . take my child i give her to your keeping . for god 's sake , please stay till i am sleeping ... and tell i love her and i 'll see her when i wake ... m'sieur i bless your name ... m'sieur lay down your burden ... you raised my child in love , and you will be with god . come with me where chains will never bind you all your grief at last , at last behind you lord in heaven on him in mercy - "
13619,life,NURSE HUMPHRIES,f,"i 'll come back for you in a little while , ... who wants jell-o ? is everyone here ? stay calm , . we 'll find him . ! has anyone seen ? wait for the firemen ! you ca n't go in there , ! you 'll never make it ! "
13647,limitless,MORRIS BRANDT,?,"you 're lucky somebody wiped the room . weak circumstantial at best . just between us -- were you there ? busy life . 90. i 've been all over them ... we ca n't allow any disparity in race or physical type between you and the rest of the lineup -- they 're as close to your clones as i could possibly get away with -- it 's going to be one big handsome blur to this guy- oh , that 's me ... i want everyone in the same shirt , better for the blur factor ... not the dimmest clue . he was dithering . `` maybe the third from the right ... no not him ... '' -- oh . here you go . thing of beauty . you had it made ? 99 . "
13719,lone star,CU SAM,m,"looking at the photo , troubled -- wonders what she 's doing there -- watching her go -- he nods to her as the crowd opens a path for him . working something out in his head . he looks off into the dark and we pan with his gaze -- a man steps toward us , barely visible in the darkness . it is charley -- we 're in 's reverie , in 1957 -- intent as he pores over the paperwork -- trying to put it all together . zayas , a skinny , older man in trustee 's coveralls , wanders in , emptying the trash baskets in the front office -- remembering . music begins as he gets back into the car , pulls away . "
13760,lord of war,LIBERIAN MAN,m,"glock .45. jackson . president jackson . you are driving a hard bargain . what do you take me for - a thief ? demand and supply . there is more i am thinking where this comes from . and the heckler & amp ; koch g-3 assault rifle . i will come back and shoot you with the glock . by the way , do you have the hollow point cartridges ? kelly green . i will find you . "
13813,machete,NAKED MAN,m,"what the fuck ? you 're a twin ? hot . whoa , whoa . why do n't you join us ? what ? talk nice . and you -- get that robe off and get up here . what the fuck ? rnewman / endeavor draft 8. you 're a ? you 're fucking hot . can i watch ? "
13884,malibu's most wanted,RAT,m,"negro , pleeeze . that little white ai n't got nothin ' on me -- yo , i 'm ronny rizat , represizzat . why you so down , dog ? nah , nah it 's not like that . you need to stop listening to what all them perpetors is running and believe in yourself . for riz-real . pound it . damn straight . they stylin-est . you could have a roof rack full of bitches . and some teeny-tiny little bitches in the glove compartment . rapper ? hell no ! you stink ! i 'd her eat garbage than listen to your tired ass rhymes . hmmm , garbage . that 's making me hungry . peace out . "
13905,"manchurian candidate, the",MEDIA ICON,?,"shaw bears the lineage of the fabled prentiss family dynasty -- grandson of legendary industrialist and diplomat tyler prentiss , son of controversial senator eleanor prentiss shaw , who took over the seat vacated by her husband , the esteemed john shaw , when he died tragically over twenty years ago . for many , prentiss shaw is an enigma : millionaire harvard honors student who enlists in the military -- -- refusing the officer 's commission to which he was entitled . the medal of honor winner beloved by the men of the 'lost patrol ' he saved from an enemy ambush , and then guided back across the open desert to safety -- the war hero who dedicated himself to public service after desert storm ... ... the revolutionary science of bio- genetics , which has , literally -- ... the fbi today released security footage of the assassin of and eleanor prentiss shaw entering the hotel two hours before the fatal shooting ... ... president-elect arthur has vowed to bring to justice whatever nation -- or nations -- are responsible . still reeling from the recent tragic loss of senator thomas , congress has already announced a fresh investigation into 's death , in an effort to learn if it is in any way related to ... "
13983,martha marcy may marlene,MAN,m,"what the fuck . what do you want ? what do you want ? 67. just get out . just leave . i wo n't . you did n't take anything so just go , i just want my family to be safe . okay , i wo n't . you have my word , please just go . get the fuck out of my house . 68 . "
14043,the matrix,AGENT BROWN,m,where are they ? perhaps we are asking the wrong questions . how ? what were you doing ? they are actually attacking . the trace was completed . the extermination unit is in place . he 's gone . 
14045,the matrix,DOZER,m,he needs a lot of work . there he is . system check looks fine . you okay ? the first aid kit 's over here . no ! 
14073,max payne,MAX'S VOICE,m,"heaven is a place where nothing ever happens . there 's an army of bodies under this river . criminals , people who ran out of time , out of friends . the next time they drag this river , they 'll find me on the bottom with the rest of them . and there wo n't be anybody left to say i was different . i could feel the dead down there , just below my feet . reaching up to welcome me as one of their own . it was an easy mistake to make . i do n't believe in heaven . but i have this idea about it . "
14077,max payne,CAPTAIN,m,"ang on a second . oly shit ... somebody get some blankets . all the cops , he 's bleeding everywhere . o n't move . we 've got help coming . what do you mean , he 's a block of ice ... let him go , then . "
14080,max payne,YOUNG COP,m,"do n't move ! i know who you are . yeah ? is that what you said to your partner ? lay down on your face . word 's gotten around about the sick shit you did to him , too . if i were you , i 'd get ready for sort of a long ride back into the city ... i already filled out a report . he jumped out and wrapped that cord around me , and before i had a chance ... "
14141,men in black,DRIVER,m,goddamn bugs . deja me hablar . i was fishing in cuernavaca . and make sure you tell them that at the impound . i got worse . damn bugs . 
14149,"men who stare at goats, the",GUS LACEY,m,"this is the home learning course we 're putting out , which is very popular . then there 's the seminars . when i 'm not teaching i spend a lotta time , right here , remote viewing . the kitchen table . that is correct . that 's where my body is . but my mind ... that 's , you know ... wandering . roaming . yeah . lately i 've been watching the loch ness monster in scotland , england - which it turns out is the ghost of a dinosaur . that 's an exclusive for you . it started when i was a kid . i used to lie on my bed and rv my cousin , irene , undressing at night . then , when i was in the army i joined 's unit . he trained me and the rest , as they say ... i ca n't really talk about bill . we were psychic spies mainly . that was our initial tasking but ... once they realized what they were sitting on , the forces at work ... we were trained to kill animals . with our minds . that is correct . just by staring at them . one of our unit stopped the heart of a goat . the power they unlocked in us ... last week i killed my hamster . you wan na see ? you ever seen a hamster do that before ? look at the way it 's glaring at its wheel . usually that hamster loves its wheel . good . then they 'll know how rare that is . yeah , he 's down . at this point i 'd been staring at him for about three hours . no , the other one 's just fallen over . yeah well ... ( he gestures to his mother ) mother said no . she said you might be a bleeding-heart liberal . she said `` do n't show him the hamster dying . show him the tape where the hamster acts bizarre instead . '' this was nothing . you should have seen the skipper at work . . after bill he was the most psi-gifted guy i ever met . he was like an occultic force . i think he runs a dance studio now . "
14168,midnight in paris,HEMINGWAY,m,". you liked my book ? yes it was a good book because it was an honest book and that 's what war does to men and there 's nothing fine and noble about dying in the mud unless you die gracefully and then it 's not only noble but brave . say hello to pender - the bulls in the ring do n't frighten belmonte - he 's killed many brave ones . fine brave bulls . why are you smiling ? it began well - really well - then it became weak . there was some fine writing but it was not fulfilled . she 'll drive you crazy , this woman . this month it 's writing , last month it was something else . you 're a writer - you need time to write - not all this playing around - she 's wasting you - because she 's really a competitor - do n't you agree ? speak up for christ 's sake . i 'm asking you if you think my friend is making a tragic mistake . you 're a writer - you make observations - you were with them all night . she has him on yachts , at parties , jumping into swimming pools you 're wasting your talent . she 's jealous of his gift and it 's a damn fine gift . it 's rare . you like his work ? you can speak freely . you like mark twain ? he 's a fine writer , fitzgerald . you box ? what are you writing ? about what ? what the hell 's a nostalgia shop ? no subject is terrible if the story is true . if the prose is clean and honest and if it affirms courage and grace under pressure . what ? your novel ? my opinion is i hate it . if it 's bad i 'll hate it because i hate bad writing and if it 's good i 'll be envious and hate it all the more . you do n't want the opinion of another writer . writers are competitive . you 're too self-effacing - it 's not manly . if you 're a writer , declare yourself the best writer - but you 're not the best as long as i 'm around . unless you want to put the gloves on and settle it . i wo n't read your novel but i 'll tell you what i 'll do . i 'll bring it over to gertrude . she 's the only one i trust to read my work . no one discovers new talent like gert - whether it 's poetry , painting , music - she 'll tell you if you have a book or not . give it to me . she gets back from spain tomorrow . get in . the assignment was to take the hill . there were four of us . five if you counted vincente but he had lost his hand when a grenade went off and he could n't fight as he could when i first met him and he was young and brave and the hill was soggy from days of rain and sloped down toward a road and there were many german soldiers on the road and the idea was to aim at the first group and if our aim was true we could delay them . of what ? you 'll never write well if you fear dying . do you ? but it 's something all men before you have done and all men will do . have you ever made love to a truly great woman ? and when you make love to her you feel true and beautiful passion and you at least for that moment lose your fear of death . i believe that love that 's true and real creates a respite from death . all cowardice comes from not loving or not loving well which is the same thing and when the man who is brave and true looks death squarely in the face like some rhino hunters i know or belmonte who is truly brave , it is because they love with sufficient passion to push death out of their minds till it returns as it does to all men and then you must make really good love again . think about it . this is pender . he 's a young american writer . i thought you two should know each other . you 're right gertrude - of course you can see why he 's lost his objectivity . no , this i leave to you . you 've always been the best judge of my work . come , let 's all go for a drink up at montmartre . one of these days i plan to steal you away from this genius who 's great but no miro . is n't this little parisienne dream a movable feast ? mark my words - i 'm going to steal you from that fugitive from malaga one way or the other . between belmonte and myself - which of us would you choose ? but he has more courage . he faces death more directly and more often and if you chose him i would be disappointed but understand . yes , she 's chosen picasso - but pablo thinks women are only to paint or sleep with . i think women are the equal of men in courage . have you ever shot a charging lion ? have you ever hunted ? have you ? "
14217,milk,YOUNG TEEN,f,"no sir , this is paul . don just gave me the phone . you talked to me on the phone a year or so ago . i 'm from minnesota ... i 'm in a wheelchair . reveal : the boy in his wheelchair on the other end . i 'm sorry . i should have called . when i read in the paper that you won the supervisor seat , i got a friend to put me on a bus to la . nobody . that 's the uh ... i just did n't want to die anymore , sir . i met your friend don down here . i turned 18. i voted today against prop six ... thank you , mr. milk . i do n't think i 'd be alive right now without you , sir . you were right about la . it 's like gay disney world . okay . i will . don wanted me to um ... congratulate you on what he says looks like a big win for us tonight . congratulations mr. milk . turns back to the map . is now coloring in la county with green . on the other end of the phone , 's friend in la , don amador , is back on the line . "
14282,moneyball,PHILLIPS V/O,m,"what 's the angle ? who am i getting fleeced for ? eckerton ? i like eckerton . is venafro hurt ? last couple of times out , he got hammered . i heard the giants -- i 'll think about it . "
14290,monkeybone,REAPER,m,"earl biegler , i 've come to give you - aw , hell . here . batch of souls - just back from processing . "
14394,new york minute,CANADIAN REPRESENTATIVE,f,"ohhh ... i 'm so sick . the mussels at lunch . you have to help me . what 's your name ? ... it 's vitally important . please . you have to take this to canada . in the assembly . give the file to mr. wakefield , the . please . i ca n't ... get up . hurry ! this is a crisis ! to the left . run ! "
14450,nine,DE ROSSI,f,"of course . you can take the call at the lobby phone over there . your is on his way . it 's a wrong number . signor contini , it 's the signora . signora , would you rather wait inside ? "
14467,no country for old men,BOY 2,m,"there 's an ambulance comin . over yonder went to call . what shirt ? hell mister , i 'll give you my shirt . hell mister , i do n't mind helpin ' somebody out . that 's a lot of money . yessir . you still got your damn shirt . maybe , but i 'm still out a shirt . "
14496,observe and report,DETECTIVE HARRISON,m,"your secretary told me to come on in . i 'm , cabarrus county police . hello , . are you doing okay ? yes , ma'am , i 'm sure you are after all you 've been through , but i 'm here to tell you that we 're going to work together to make sure we catch the person who did this . great . okay , . did you get a look at the suspect ? thank you . , can you remember anything specifically ? what color was his hair ? was he tall or short ? was his hair long or short ? did he say anything ? what was he wearing ? i just wrote a description . okay , , i think that 's good for now . i think the best thing at this point is to just follow up with the other ladies who saw the perpetrator yesterday and see if they remember anything . that 's highly unlikely . these incidents are usually random and unpredictable . i 'm sure you 'll be safe . targeted ? what gives you that impression ? that 's not going to happen . well do n't worry . i 'm on the case and i 'm going to do everything in my power to bring this guy down . look , i 've got to get going . here 's my card . i 'll even write my home phone number on the back , just in the event you need to get a hold of me . give me a call when you are n't working and i 'll have you come to the station to look through some mug shots . do n't worry okay . what ? oh , okay . you can just leave a message at the station . i check my messages constantly . do n't do that . thanks for waking me up this morning , . my team just checked all the doors and there are no signs of forced entry . i 've also checked out the crime scene , but we did n't see any fingerprints on the glass . the suspect was probably wearing gloves . my guess it was an inside job . probably someone who has access to keys like a or a security guard . i 'm almost at the end of my first year . i 've been a police officer for several years . whoever did this would have to had keys to the security room so they could shut off the camera . , nobody is accusing anybody , but i would like to stick around for a while and interview some of the employees . i understand . , on these types of investigations , it 's usually not a good idea to have too many cooks in the kitchen . i 'm gon na do this alone . so , have you seen any suspicious people hanging around the mall ? anybody who might have been casing the stores ? okay , well if you can think of anything , here 's my card . what are you doing , ? , this is official police business . , i appreciate your enthusiasm , but just let me handle this . have a good day , sir . i have no reason to make him a suspect . , stop . we 're finished here . now if you 're going to tag along , i 'm gon na need you to just stay back ; are we clear ? did you let anybody borrow your keys ? have you seen anything suspicious ? okay , sir . thank you for your time . , we talked about this . what special circumstance ? what did he say ? no , i 'm not . , that 's enough . i 'm with the cabarrus county police . okay , seriously , would you back the fuck off ? ! i 'm trying to do my job and you 're fucking it up . i 'm working ! sorry . hi . i 'm doing a check with all the mall employees to see if anybody has any information on the robbery that took place here last night ? that 's fine , thanks for the help . i 'm sorry , ma'am . he 's not with me . here 's my card . if you think of anything , just give me a call . shut up , ! get the hell out , . i 'm here to ask questions about the robbery . you requested to ride along with me . why do you want to become a cop ? well , just pay attention tonight and make sure you stay out of the way . what are you talking about ? no , no . , policy says you have to stay in the car . , you really ca n't . i 'm glad we understand each other . you see that corner there , ? that corner used to be the worst corner in this whole town . it was riddled with drugs , prostitution , and gang violence . it was nicknamed 'the crossroads . ' that 's right , but myself and the other officers worked on cleaning it up for years so that the good folks of this neighborhood would n't have to worry about being safe . yes , sir , that corner is a testament to the fine police work of our force . well , it 's a low income area , . you 're being kind of prejudiced . that 's right , but it has n't been easy . we still patrol this area every night just to keep our presence up . i 'm sure . i usually do the foot patrols myself , but because i like you , i 'm going to let you do it tonight . yeah , really . but i told you about department policy , so i 'm going to need you to keep quiet about this one . of course , . i just really believe in you . trust me , you would have done the same thing . this guy is without a doubt the biggest fucking idiot i have ever met . good ! fuck him , i hope he does get killed . , what are you doing here ? , look , i did n't do anything -- , look -- , i -- thank me ? why ? , i do n't know what to say . i can see that . listen , i do n't really know how to say this , but we 're not going to be able to let you join the academy . it seems you had a little trouble passing the minimum requirements . well , yes , actually , you failed the psychological exam . it says ... that barnhardt shows warning signs of delusion and allowing him to join the force puts his life and the lives of others in jeopardy . , i personally did your background check and this is the fifth time you 've been turned down for the police academy . we sure do . look , i tried to talk to them , but there 's no way they 're gon na let you in . i 'm sorry , but your dreams of becoming a police officer just are n't going to happen . take care , . what is it ? it 's nothing . that motherfucker is crazy . you 're right . okay , here it goes . drop the flashlight , . , i know you 've had a hard time -- so you 're gon na kill ? ! that guy is a nut job . so you slept with him ? no , i guess not . i see that . well , you better turn him over to me and i 'll take him inside and book him . hey , , you may not be an officer of the law , but you 're the law 's right hand . good job . "
14508,observe and report,JANITOR,?,"no , senor . no , senor . no , senor . long drawn out conversation in spanish ? more spanish dialogue . no se . "
14537,ocean's eleven,FAT,m,"hiya . hey ... hey ... you dropped this . you alright , sir ? who 's that ? nothing , sir . all normal . all quiet . ready when you are . "
14782,pi,LENNY MEYER,?,"i 'll put it out . the name 's and you are ? ? cohen ! jewish ? it 's okay . have you ever heard of kabbalah ? jewish mysticism . i understand ... it 's just that it 's a very exciting time in our history . right now is a critical moment in time . yes , it 's very exciting . have you ever put on tefillin ? tefillin . you know tefillin . i know it looks strange . but it 's an amazing tradition that has a tremendous amount of power . it 's a mitzvah for all jewish men to do . mitzvahs , good deeds , are spiritual food for our hearts and our heads . they purify us and bring us closer to god . you want to try it ? are you okay ? ? ? well , maybe some other time . hey , , how you doing ? . i 'll put it out . so , what do you do ? really ? what type of math ? number theory ? no way , i work in theory , too . not traditional , though ... i work with the torah . amazing . yeah . you know hebrew is all numbers . it 's all math . here , look ... the ancient jews used hebrew as their numerical system . each letter is a number . you see ... the hebrew `` a , '' the number 1. the hebrew `` b , '' bet , is two . you can take any hebrew text and turn them into a long string of numbers . the torah is just a long string of numbers . some say that it 's a long code sent to us from god . yeah , like take the hebrew word for , say , the garden of eden , kadem . kuf , dalei mem ... kuf is a hundred . daled , four mem , forty . they equal one hundred and forty-four . then take the tree of knowledge ... in the garden , aat ha haim , it equals two hundred and thirty-three . now you can take that number and ... huh ? theta ? you 're right , i never saw that before . that 's the series you find in nature . like the face of a sunflower . you see , there 's math everywhere . ! how you doing ? . hey , where you going ? you got a few moments to do tefillin ? i got ta car , we can cruise over to my ... yeah , right there . that 's ephraim , my friend . great ... do it for me ? it means a lot , having someone of your stature performing a mitzvah in my presence . when you told me your name was cohen , i did n't realize you were the cohen . imilian cohen . 0f course , i 've followed your research since your columbia days . it 's revolutionary . you 've inspired the work we do . yes , very much so . the only difference is , we 're not looking at stocks . we 're searching for a pattern in torah . we 're not really sure . our calculations have shown us that there is a number encoded in the text . we do n't know . all we know is that it 's two hundred and sixteen digits long . do n't worry . this one just goes over your head . yes . now we have to say a small prayer , repeat after me . that 's it . was n't so bad , was it ? you feel anything ? it 's a prayer about our dedication to our one and only god . oh . we do n't know . we just know that it 's the most common number encoded in the text . it might be some type of linguistic pattern . if we could figure out what the number is we could maybe answer that . hello , this is lenny ? ! how are you ? you want to come down ? that 's good ... excellent . the torah . in hebrew characters and numbers . i do n't know . if you get it , maybe we can figure it out . can you really find it ? ! stay down ! he 's okay , he got in his cab . we 've been looking for you . do you have the number ? do you have the number ? you have it . where is it ? you have it written down ? we 're not joking around , ? where 's the number ? you memorized it ? did you give it to them ? who ! ? those wall street bastards . just answer me ! hit him ! you 're dealing with something really big now , . i do n't want to hurt you , so answer me . did you give it to them ? damn it ! damn it ! they 're using it . shut up ! no , do n't ! i told you we do n't know give us the number ! it will kill you ! we 're pure . give us the number ! "
14814,predator,HAWKINS,m,"hey , , how many marines does it take to eat a squirrel ? two . one to eat it and one to watch for cars . you got it , major ! major ! major , we stepped into some real shit here . i got a hook-up with aerial surveillance . guerrillas swarming like flies * all over the place . ca n't be more * then one , maybe two miles away . * place is going down , major . half an hour , maybe less . * please ... "
14886,prometheus,VIGODA,m,"captain took his crew out to retrieve his missing men . they never came in . . security detail . director 's call to brief you on that . i 'm supposed to escort you to the worksite . have n't been out yet . i understand it 's in some kind of pyramid . we grunts do n't know nothing about ships , right ? i kill whatever kills you . the signs lead here . 87 . "
14936,pulp fiction,YOUNG MAN,m,"no , forget it , it 's too risky . i 'm through doin ' that shit . i know that 's what i always say . i 'm always right too , but   yeah , well , the days of me forgittin ' are over , and the days of me rememberin ' have just begun . i sound like a sensible fucking man , is what i sound like . well take heart , 'cause you 're never gon na hafta hear it again . because since i 'm never gon na do it again , you 're never gon na hafta hear me quack about how i 'm never gon na do it again . correct . i got all tonight to quack . i 'm doin ' fine . i mean the way it is now , you 're takin ' the same fuckin ' risk as when you rob a bank . you take more of a risk . banks are easier ! federal banks are n't supposed to stop you anyway , during a robbery . they 're insured , why should they care ? you do n't even need a gun in a federal bank . i heard about this guy , walked into a federal bank with a portable phone , handed the phone to the teller , the guy on the other end of the phone said : `` we got this guy 's little girl , and if you do n't give him all your money , we 're gon na kill 'er . '' fuckin ' a it worked , that 's what i 'm talkin ' about ! knucklehead walks in a bank with a telephone , not a pistol , not a shotgun , but a fuckin ' phone , cleans the place out , and they do n't lift a fuckin ' finger . i do n't know . there probably never was a little girl  the point of the story is n't the little girl . the point of the story is they robbed the bank with a telephone . i 'm not sayin ' i wan na rob banks , i 'm just illustrating that if we did , it would be easier than what we been doin ' . naw , all those guys are goin ' down the same road , either dead or servin ' twenty . what have we been talking about ? yeah , no more-liquor-stores . besides , it ai n't the giggle it usta be . too many foreigners own liquor stores . vietnamese , koreans , they ca n't fuckin ' speak english . you tell 'em : `` empty out the register , '' and they do n't know what it fuckin ' means . they make it too personal . we keep on , one of those gook motherfuckers ' gon na make us kill 'em . i do n't wan na kill anybody either . but they 'll probably put us in a situation where it 's us of them . and if it 's not the gooks , it these old jews who 've owned the store for fifteen fuckin ' generations . ya got grandpa irving sittin ' behind the counter with a fuckin ' magnum . try walkin ' into one of those stores with nothin ' but a telephone , see how far it gets you . fuck it , forget it , we 're out of it . not this life . garcon ! coffee ! this place . what 's wrong with that ? people never rob restaurants , why not ? bars , liquor stores , gas stations , you get your head blown off stickin ' up one of them . restaurants , on the other hand , you catch with their pants down . they 're not expecting to get robbed , or not as expecting . correct . just like banks , these places are insured . the managers do n't give a fuck , they 're just tryin ' to get ya out the door before you start pluggin ' diners . waitresses , forget it , they ai n't takin ' a bullet for the register . busboys , some wetback gettin ' paid a dollar fifty a hour gon na really give a fuck you 're stealin ' from the owner . customers are sittin ' there with food in their mouths , they do n't know what 's goin ' on . one minute they 're havin ' a denver omelet , next minute somebody 's stickin ' a gun in their face . see , i got the idea last liquor store we stuck up . 'member all those customers kept comin ' in ? then you got the idea to take everybody 's wallet . that was a good idea . we made more from the wallets then we did the register . a lot of people go to restaurants . pretty smart , huh ? remember , same as before , you 're crowd control , i handle the employees . i love you , . "
14962,"queen, the",HERIE,?,"hy ? you 've met her often enough yes . ..i do n't know ... something more interesting . maybe this time people have finally seen them for what they are . if you 're going , take the dishes.. it 's not a mother thing , is it ? see ? it is n't just me . apparently , one in six people now support the idea of getting rid of the monarchy . what 's that about ? "
15142,rise of the guardians,YETI,?,arghbal ... warga blarghgha ! wardle bawddrel . durbha wahla . durtal bardla burdlew . dwbard urghwetee . rwwarrrrrr . 
15184,robin hood prince of thieves,OLD WOMAN,f,no beggars ! her ladyship is not at home . maybe she is . maybe she is n't . remove that hand . leave your weapons . just you . wait here . unless hood takes it first ! 
15368,se7en,JOHN DOE,m,"i admire you , david . imagine my surprise on finding you at my doorstep . i admire you more and more every day . no , no , no ! you listen and do n't talk . i suppose you found the painting and the photos . this is just as well . now we all know we 've all seen each other . i mean what i say . i do admire you . oh , there is one other thing . fourteen hundred thirty . west eighty-sixth street . apartment six-o-four . hello , lieutenant . i want to speak with my lawyer . it does n't matter who i am . who i am means absolutely nothing . i want this to go well . it 's very important to me , obviously . turn right on this street . stay in the left lane . wanting people to pay attention , you ca n't just tap them on the shoulder . sometimes you have to hit them in the head with a sledgehammer ... and then you get their strict attention . looking back ... at the city proper ... and yet , no pillar of salt . lost on you , is n't it ? you 've never read the bible , have you , david ? you make me sick . ignorant heathen . the lord works in mysterious ways . we can walk from here . it 's right this way . in here . hello , . he 's here . with me . what do i want ? the same you ... i want an ending . stay where you are . put your gun on the floor and slide it all the way down here . you 're an intelligent man , . you understand what you 're a part of , do n't you ? when this is finished , it will seem surreal , but it will be a whole , crystalline reality . and , no one will be able to deny it , no matter how hard they try . you know that 's not true . you know . stay where you are ! i wo n't deny my personal desires . i wo n't . but , i do n't mourn the victims in this any more than i mourn the thousands who died in sodom and gomorrah . stop ! yes . how can you speak of god , ? when was the last time you spoke his name ? when did you last speak his name ? was it in prayer ? or , did you say the lord 's name after you stubbed your big toe ? or , did you use his name to curse another man ? the irony , david , is that you policemen and i want the same things . but , you are so short sighted . in this city , where you can see a deadly sin on every street corner ... and in every home , we want repentance . we want good over evil . we want values instilled in the children . we want a world where a man or woman can lead a decent life . wisdom , understanding , counsel , fortitude , knowledge , piety , and fear of the lord . such simple concepts . why are they non-existent ? there were two men once , who had wonderful gardens . two gardens of flowers that went on as far as the eye could see . beautiful gardens ... the fragrance was inspiration in itself . but , both gardens were beset by problems . weeds started to take root , and there were infestations of insects and diseases . the gardens started to turn putrid . and , one man fought to save his garden , because he could never forget how it once was . everyday he cut the weeds , and killed the insects . fought the diseases . that man never had a beautiful garden again . the other man plowed his garden under . he plowed it under the soil . he started over . stay there , . or , i 'll kill him right now . do you think i chose this ? can you even begin to understand how painful my existence has been ? it 's like ... like having every sense heightened beyond comprehension . so that the stench of the street coats your throat like bile . so , sugar is so sweet it ... it makes your bones ache to the marrow . no ! you 're wrong ! i was chosen . and i 've wished a thousand times i could have been a normal man . like david , a common man ... with a common life . but , wishing that is my sin . i ca n't have it and i should n't . i meant what i said . i admire david . i envy david . envy is my sin . "
15373,se7en,MRS GOLD,f,i ... i do n't understand . why now ? i do n't see anything . i ca n't do this now ... please . i ... i do n't understand . why now ? i do n't see anything . i ca n't do this now ... please . wait . here ... here 's something ... this painting ... in the living room ... why is it hanging upside-down ? 
15415,semi pro,DUKES,m,". yeah dude . yeah man , a shirt . ha ! whoooo ! i tried jackie . they wo n't take it . they said it 's 'symbolic . ' i do n't know . but they said i need a real check . it 's written in glitter , dude . ca n't you just give me , like , a regular sized one ? okay jackie , thanks man . no way . really ? wow . thanks jackie . that 's pretty weird . 79 . "
15490,sex and the city,AUCTIONEER,f,next item . the flower ring . let 's start the bidding at ten thousand . thank you madame . do i hear fifteen ? do i hear twenty ? twenty . do i hear twenty-five ? twenty-five . thirty ? thirty-five ? thirty-five . forty ? do i hear forty ? do i hear forty fi -- fifty ? do i hear fifty thousand ? fifty-five ? sixty ? sixty to our colorful bidder ? 
15507,shame,SKYPE SON,f,"yeah , i know . but mommy says i ca n't aw.. she 's all the way downstairs . ohhh.. mommy ? mommy ? daddy ... daddy ... she said i can go to jason 's for half an hour but i have to be home by five for dinner . yep . yeah . ok. alright . see you "
15522,"shawshank redemption, the",GUARD,m,"that 's lights out ! good night , ladies . time 's up , . lights out ! what kind'a contraband you hiding in there , boy ? water break ! five minutes ! open number twelve ! man missing on tier two ! cell 12 ! "
15686,slither,CAMPER,m,"over here ! hey , man . you all right ? ... dude ? ... oh shit . i think he 's d -- buddy ? you all right , man ? that might of been a stroke , buddy . you better take it easy . "
15834,spanglish,GIRL,f,"hi . hi . how are you ? i am fine.. ..happy , merry , joyful , glad , contented , frisky . texas ... texas . mamá , texas.. adios , texas . "
15925,star trek,OFFICER PITTS,m,"no sir -- hails met with silence . negative , sir -- but our readings seem confused -- -- not only is the ship unregistered -- but even its construction materials seem unrecognizable . they 're firing another , captain ! yessir . the shuttle 's pulling out of main bay , sir . his heart rate 's elevated -- yessir ! "
